prestador_codigo,prestador_nome,_provider_ranking_id,especialidade,avg_cost_before,avg_cost_after,amount_of_contact,contact_score,rank_position,patient_by_month,claim_per_capita,average_paid_by_month,rate_atendimento_domiciliar,rate_terapias,rate_pronto_socorro,rate_exames_ambulatoriais,rate_consulta,rate_internacao,_provider_id,no_fantasia,no_razao_social,no_municipio,co_sigla_estado,no_bairro,co_cep,no_logradouro,nu_endereco,no_complemento,nu_telefone,no_email,tipo_estabelecimento
36290906000135,LABEX LABORATORIOS DE EXAMES LTDA S/C,49a9ad57296007539ed769bb31fbc53d,MÉDICO CLÍNICO,5484.93,417.63,521,13.133,116,88.19,730.2,49770.48000000001,,,,1,,,c963289f2448338a4713beb2b677982c,LABEX MEDICINA DIAGNOSTICA,LABEX LABORATORIOS DE EXAMES LTDA S C,MACAE,RJ,CENTRO,27910300,CONDE DE ARARUAMA,440,"",27576300,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
39298922000162,HOSPITAL PRAIA DA COSTA S/A,beebfd8f2de28e2e78cbfa52b72830af,MÉDICO CLÍNICO,9541.57,726.62,191,13.131,117,21.24,423.66,10626.681250000001,,0,0.001,0.877,0.047,0.075,f3b825849c911ae2b349206859b73d3c,MERIDIONAL PRAIA DA COSTA,HOSPITAL PRAIA DA COSTA S A,VILA VELHA,ES,PRAIA DA COSTA,29101295,PROFESSOR TELMO DE SOUZA TORRES,117,"",27 33463734,contabilidade@hospitalmeridional.com.br,
58238007000126,CLINICA RADIOLOGICA DE SANTOS S/S,d14812a0f756033983c15349ecefc5e1,MÉDICO CLÍNICO,4130.76,316.55,467,13.049,118,130.19,457.03,41494.530000000006,,,,0.999,,0.001,5c9a42abd96421aa5f9671e718717c5d,CLINICA RADIOLOGICA DE SANTOS,CLINICA RADIOLOGICA DE SANTOS SC LTDA,SANTOS,SP,ENCRUZILHADA,11045001,AVENIDA CONSELHEIRO NEBIAS,521,"",(01)51332282,crs@crs.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
36282457000183,UNICAMPOS U DE IMAGEM DE CAMPOS LTDA,f91b3ec4928d536e99e432e81afd04c2,MÉDICO CLÍNICO,5075.34,398.14,416,12.748,119,92.96,519.29,35083.320400000004,,,,1,,0,b6d2ff2400e789ecc1566b5f5b04f633,ULTRAMED DIAGNOSTICOS,UNICAMPOS UNIDADE DE IMAGEM DE CAMPOS LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010260,RUA TREZE DE MAIO,277,"","","",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
30097497000179,IRSA INSTITUTO DE RADIOLOGIA SA,68564c43993d83ebd3103b710cf2266a,MÉDICO CLÍNICO,5429.37,426.31,384,12.736,120,86.15,690.05,44080.602,,,,1,,,63b48af4ba9d0153105d54c743759932,IRSA INSTITUTO DE RADIOLOGIA S A,IRSA INSTITUTO DE RADIOLOGIA LTDA,NITEROI,RJ,CENTRO,24020075,ERNANI DO AMARAL PEIXOTO,178,SALA 103 A 107 205,21 27291650,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
08419947000143,INSTITUTO DE RADIOLOGIA DE NATAL LTDA,6efcebb964901266f284453dbc8f19a9,MÉDICO CLÍNICO,4491.33,357.04,698,12.579,121,224.55,624.45,89518.839642857143,,,,1,,,e38265b32b9809dd36ee9fa8818750d0,INSTITUTO DE RADIOLOGIA DE NATAL,INSTITUTO DE RADIOLOGIA DE NATAL LTDA,NATAL,RN,TIROL,59020100,AVENIDA AFONSO PENA,744,"",(84 )3211 4707,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
40447047000112,BIOANALISE   ABILA BERSOT,30de276afc5b609db68274dd09c71ae2,MÉDICO CLÍNICO,4089.65,325.11,595,12.579,122,236.04,454.22,57431.158399999993,,,,1,,,23055c90d2be38885ebd12eaea855b3b,BIOANALISE DE MACAE,ABILA BERSOT LABORATORIO DE ANALISES CLINICAS LTDA,MACAE,RJ,CENTRO,27910020,RUA VISCONDE DE QUISSAMA,774,LOJA 01,(22) 2796-9800,banalise@lagosnet.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
03222051000156,INSTITUTO RODOLFO N. DE GERENCIAMENTO E P. CORACAO,3da620a9a746cbc51638c803626ba930,MÉDICO CLÍNICO,24860.88,1979.27,234,12.561,123,79.28,460.82,19612.6936,,,0,0.979,,0.021,fe40f7849dcdb59454b348bcdd6ef555,HOSPITAL DO CORACAO,INSTITUTO RODOLFO NEIROTTI DE GERENCIAMENTO E PESQUISA LTDA,ARACAJU,SE,SAO JOSE,49015220,RUA CAMPOS,75,"",(79)21065500,"",
28967123000115,CLINICA SANTA MARIA LTDA,da0db2a310f0535bac189fb2ea7254da,MÉDICO CLÍNICO,6835.11,547.21,181,12.491,124,67.57,212.81,7559.3013043478268,,0.021,,0.001,0.978,,fca25da2a5b9951d48aae3011b5ecd81,CLINICA SANTA MARIA,CLINICA SANTA MARIA LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010140,RUA CONSELHEIRO OTAVIANO,195,"",22 27268300,csm@clinicastamaria.com.br,
60840055013110,FLEURY S.A.,966686c9ba2319af00903c22dae0e6b6,MÉDICO CLÍNICO,17392.7,1421.43,336,12.236,125,78.59,544.53,34204.844814814809,,,,1,,,576bc29ba22feedebfcdbcd3e22880a1,A MEDICINA DIAGNOSTICA PQ BELA VISTA,FLEURY S A,SALVADOR,BA,PARQUE BELA VISTA,40280000,AV ANTONIO CARLOS MAGALHAES ED EMPIRE CENTER,4009,SL 5 1 ANDAR,(71) 3432-5214,FERNANDO.ARAUJO@NKB.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
17479875000110,DELFIN BAHIA DIAGNOSTICOS POR IMAGEM LTDA,d2c85757d3cbb793790117cc8919b026,MÉDICO CLÍNICO,9763.76,799.94,171,12.206,126,30.18,680.86,18978.941666666662,,,,1,,,653bb9ceca440166a9262f898e2a7093,DELFIN BAHIA DIAGNOSTICOS POR IMAGEM,DELFIN BAHIA DIAGNOSTICOS POR IMAGEM LTDA,SALVADOR,BA,PITUBA,41810011,AV PROF MAGALHAES NETO EDF HOP DA BAHIA,1541,BL B LJ 04 06 B SBLJ,(71) 2109-1207,admhba@clinicadelfin.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
32804353000130,CEMISE-RESSONANCIA MAGNETICA E TOMOGRAFIA COMPUTAD,a4f835cb8efcb277c0e5a34f097cc041,MÉDICO CLÍNICO,7971.52,653.36,442,12.201,127,66.53,1043.75,77799.281923076924,,,,0.597,,,cee2c349c58d7d5ce8dc308aa96cc507,CLINICA DE TOMOGRAFIA COMPUTADORIZADA,CEMISE RESSONANCIA MAGNETICA E TOMOGRAFIA COMPUTADORIZADA,ARACAJU,SE,TREZE DE JULHO,49020285,RUA MOACYR RABELO LEITE,138,"",79 33041010,sac@cemise.com.br,CLINICA/CENTRO DE ESPECIALIDADE
40389082000122,BABY COR CL INF DE DOENC,20e129cd460a9df6b83dff9e87c331c7,MÉDICO CLÍNICO,2053,168.27,122,12.201,128,17.8,114.42,2106.4454545454546,,,0.009,,0.991,,39271b8ce533613ab6184d4bb0b5fd34,BABY COR CLINICA INFANTIL DE DOENCAS DO CORACAO COPACABANA,BABY COR CARDIOLOGIA PEDIATRICA E FETAL LTDA,RIO DE JANEIRO,RJ,COPACABANA,22031071,SIQUEIRA CAMPOS,93,SALA 1103,21 24312448,"",CLINICA/CENTRO DE ESPECIALIDADE
04430426000136,CENTRO AVANCADO DE UROLOGIA LTDA,06fde0e2b30b3281f4ca6853a1bcdc64,MÉDICO CLÍNICO,3664.74,305.8,226,11.984,129,70.83,455.41,19541.37681818182,,,,0.399,0.601,0,1e484b06707210e13897fd6688c2e45f,CAU CENTRO AVANCADO DE UROLOGIA,CENTRO AVANCADO DE UROLOGIA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28035310,RUA SALVADOR CORREA,97,"",2227352100,"",CLINICA/CENTRO DE ESPECIALIDADE
22109773715,LUIZ CARLOS ALMEIDA BOTELHO,6061949d72e7f8af97742ef90761915a,MÉDICO CLÍNICO,5540.47,463.77,100,11.947,130,35.36,144.27,4396.8528571428569,,0.001,,,0.999,,,,,,,,,,,,,,
68641844000155,LABORATORIO QUALIDADE LTDA,753ff33ffdc6df2a283bbf6ab1cf4595,MÉDICO CLÍNICO,4765.06,400.74,334,11.891,131,27.5,619.7,34682.69666666667,,,,0.869,,,a118f62269e4e9ac9fa48cded766797e,LABORATORIO QUALIDADE,LABORATORIO QUALIDADE LTDA EPP,MACAE,RJ,IMBETIBA,27910190,RUA DOUTOR BUENO,168,"",(22) 2772-3420,labqualidade@bol.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
27725605000104,LABORATORIO PRETTI S/S LTDA.,f2e3d7c546fcd4067fdfd92923df8911,MÉDICO CLÍNICO,4337.06,367.55,262,11.8,132,126.46,574.58,43404.58,,,,0.874,,,bd39460591eb20219ef964044ae0e349,LABORATORIO PRETTI,LABORATORIO PRETTI LTDA,VILA VELHA,ES,CENTRO,29100040,CASTELO BRANCO,1102,"",27 21240400,pretti@laboratoriopretti.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
05465560000135,MOB LABORATORIO DE ANALISES CLINICAS SS,e18ef2236ec4dc4138355f2067a8e2b8,MÉDICO CLÍNICO,2479.22,210.54,109,11.776,133,48.41,465.26,11203.401999999998,,,,1,,,c6e67198496f1422d9f53a15fe6c6fac,LAB GHANEM PSC CENTRO,MOB LABORATORIO DE ANALISES CLINICAS SS,JOINVILLE,SC,CENTRO,89201010,RUA ABDON BATISTA,47,1 ANDAR SALA C,(47) 3028-3001,laboratorio@laboratorioghanem.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
04956676000104,CLINICA ANGIOVASCULAR DA BAHIA,c3291305a0e790d5eae7bbeb5fb6202e,MÉDICO CLÍNICO,8452.11,718.98,224,11.756,134,39.84,1707.16,55297.156956521729,,,,0.926,0.074,,5c7d087fe759c35f722dcdc0fa0508e1,ANGIOVASCLIN,CLINICA ANGIOVASCULAR DA BAHIA LTDA,SALVADOR,BA,PITUBA,41810011,AV PROF MAGALHAES NETO C M HOSP DA BAHIA,1541,SL 8001,(71) 3017-3307,"",CLINICA/CENTRO DE ESPECIALIDADE
32834285000152,LABORATORIO DE PATOLOGIA CIRURGICA E CITOLOGIA,99dfe889113442ba598c9f405c80ce02,MÉDICO CLÍNICO,6281.43,538.21,260,11.671,135,77.88,397.5,18841.703600000004,,,,1,,,dc32ec2a78ce7b74e1ae3e8d810ed22d,SOLIM LABORATORIOS,LABORATORIO DE PATOLOGIA CIRURGICA E CITOLOGIA LTDA,ARACAJU,SE,SAO JOSE,49015270,LAGARTO,2020,"",79 33027394,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
54153861000139,VITAL BRAZIL LABORATORIO DE ANALISES CLINICAS LTDA.,f2f5035903384f687845e24fbeaa34d8,MÉDICO CLÍNICO,4381.12,375.89,124,11.655,136,32.9,388.89,8399.9324,,,,1,,,e62d63fa05d55019804159aa8b4be152,LABORATORIO VITAL BRAZIL BARAO DE ITAPURA,VITAL BRAZIL LABORATORIO DE ANALISES CLINICAS EIRELI,CAMPINAS,SP,BOTAFOGO,13020431,AV BARAO DE ITAPURA,662,"",37337200,contato@lvb.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
15200249000118,CLIVALE CL ALBERTO SERRAVALLE LTDA,a906f2ae5710a7af58be23f299232232,MÉDICO CLÍNICO,6909.92,593.42,359,11.644,137,93.76,316.58,15294.27551724138,,0.001,,0.727,0.273,,029d71d767df7e5003719b35b5a31985,CLINICA CLIVALE,CLIVALE CLINICA ALBERTO SERRAVALE LTDA,SALVADOR,BA,CALCADA,40411366,LARGO DA CALCADA BARAO DE COTEGIPE 1 ANDAR,42,CENTRO EMPRESARIAL,(71) 3310-0000,faturamento@clivalecalcada.com,
61486650025682,IMAGE MEMORIAL DIAGNOSTIC,6bc5ed966c39c933d22e150d0ae8ad2a,MÉDICO CLÍNICO,7187.2,617.81,691,11.633,138,153.93,717.4,75302.043793103454,,,,1,,,788a82ccbd9ea646c563cf58c899363f,DIVISAO IMAGE UNIDADE ITAIGARA,DIAGNOSTICOS DA AMERICA S A,SALVADOR,BA,PITUBA,41750300,RUA ALTINO SEBERTO DE BARROS,241,1 ANDAR,(71) 2109-8800,ITAIGARA@DASA.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
00718528000109,LABORATORIO SABIN DE ANALISES CLINICAS LTDA,f3a09a8605277e74e74890b8c3f4c99c,MÉDICO CLÍNICO,5416.22,469.03,171,11.548,139,76,1125.17,36095.325600000004,,,,1,,,3e9b4120bcefdc0f1f42ed3991d084c1,SABIN MEDICINA DIAGNOSTICA MATRIZ SAA,LABORATORIO SABIN DE ANALISES CLINICAS S A,BRASILIA,DF,ZONA INDUSTRIAL,70632300,SAAN QUADRA 03,165,"",33298000,atossocietarios@sabin.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
16274391000172,Laboratorio Analise,f9e76ee1ef8e5ed63a98cf93e1bd2016,MÉDICO CLÍNICO,5451.55,473.39,416,11.516,140,126.24,510.59,40337.0036,,,,1,,,a0c941280789be8ab6e02a961e8f7a14,LABORATORIO ANALISE,INSTITUTO ANALISE DE PESQUISA CLINICAS LTDA,FEIRA DE SANTANA,BA,CENTRO,44001325,AV GETULIO VARGAS,1085,TERREO,(75)32224000,adm@labanalise.com,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13086053000119,CLINICA SANTA HELENA LTDA,11bacc1c1f801d3fdf1d7cd8d28f6a47,MÉDICO CLÍNICO,4805.3,430.03,677,11.174,141,244.38,541.67,67063.1053846154,,,0.003,0.997,,0,458ef23c83fd25dd5ae6d7e13a128978,CLINICA SANTA HELENA SUISSA,CLINICA SANTA HELENA LTDA,ARACAJU,SE,BAIRRO SAO JOSE,49015240,FREI PAULO,331,"",32161400,"",
33794132000191,CLIVALE PROSAUDE IGUATEMI LTDA,485a9fbc4715e47c3bd7d24db09d0335,MÉDICO CLÍNICO,6364.97,569.94,659,11.168,142,161.74,376.14,40451.65,,0.003,,0.728,0.268,,1d6f67d640fd90e374a7f203a5fda4ad,CLIVALE,CLIVALE PROSAUDE IGUATEMI SC LTDA,SALVADOR,BA,PITUBA,41820900,AV TANCREDO NEVES SHOPPING IGUATEMI,148,4 PISO,(71) 2102-7799,pedro@clivale.com.br,
42771949000135,CENTRO DE IMAGEM DIAGNOSTICOS SC LTDA,facf11c82e125a8bed8fcf72f7eaba12,MÉDICO CLÍNICO,3409.84,305.9,228,11.147,143,35.52,475.09,14153.58291666667,,,,1,,,2223f1e1730f8beb6487e936eab49e36,AXIAL CENTRO DE IMAGEM FILIAL BERNARDO MONTEIRO,CENTRO DE IMAGEM DIAGNOSTICO S A,BELO HORIZONTE,MG,FUNCIONARIOS,30150281,AVENIDA BERNARDO MONTEIRO,1472,"",(31)32371212,sandra.calsavara@axialmg.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
64714181000109,MULT IMAGEM SC LTDA,c92ed377c90ab3962d1019f28840591b,MÉDICO CLÍNICO,5110.11,462.82,410,11.041,144,92.06,650.23,47634.414193548393,,,,1,,0,6725b1ad0e57ce036a178dacb3f12587,MULT IMAGEM LTDA,MULT IMAGEM LTDA,SANTOS,SP,VILA MATHIAS,11015540,RUA JULIO CONCEICAO,296,1 AO 3 ANDAR,(13)32021250,clementejcc@ig.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
61486650002399,LAVOISIER MEDICINA DIAGNO,8c1edde0cfd9303577fa0078da704777,MÉDICO CLÍNICO,4604.45,423.21,165,10.88,145,38.93,494.49,10861.805517241379,,,,1,,,827a8c42a166d978e67f8be6c6bec9dc,LAVOISIER MED DIAG ANGELICA,DIAGNOSTICOS DA AMERICA S A,SAO PAULO,SP,HIGIENOPOLIS,01228200,AVN ANGELICA,1832,"",11 2630-2354/2444,lourdes.bazi@dasa.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
04353185000179,ALCYR ALVES FERREIRA & CIA LTDA,0a3ced273479263288c567415be4e549,MÉDICO CLÍNICO,4311.16,396.8,938,10.865,146,271.72,461.15,68184.059285714291,,,,1,,,85563527ad4ba195e5750e5a11cf0f27,HEMOLABES MATRIZ,ALCYR ALVES FERREIRA CIA LTDA,MACAE,RJ,CENTRO,27910000,RUA CONDE DE ARARUAMA,365,CASA,"","",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13551767000150,LABOCLIN LAB DE ANAL CLIN LTDA,5363b704026decc04cdd6c213363e88a,MÉDICO CLÍNICO,5476.88,519.31,348,10.546,147,69.18,1104.77,59568.977200000008,,,,1,,,8df10ac0f7b4749ec608cfcfe800b08e,LABOCLIN,DERALDO RIOS PINHEIRO PATOLOGIA E ANALISES CLINICAS S C LTDA,SALVADOR,BA,CANELA,40110160,RUA JOAO DAS BOTAS,14,SALA 1,(71)32459617,laboclin@laboclin.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
40774796000154,HEMOLAB LABORATORIO DE HEMATOLOGIA E ANALISES,1b058ca729aec2c4d7fa95a138dd65d8,MÉDICO CLÍNICO,4120.55,393.97,451,10.459,148,198.19,359.53,36269.4416,,,,1,,,366a0572888048b6d301575f011f8be3,HEMOLAB MATRIZ,HEMOLAB LABORATORIO DE HEMAT ANALISES CLINICAS SC LTDA,NATAL,RN,PETROPOLIS,59012600,AV DEODORO DA FONSECA,284,CENTRO,(84)36165000,diretoria@hemolabrn.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
31273717000130,RAD MED DIAGNOSTICO POR IMAGEM LTDA,eda09c985555c111ce5ab8a312175401,MÉDICO CLÍNICO,4976.19,476.74,477,10.438,149,164.89,768.11,79606.816,,,,0.992,,0.008,12165a883feeed5630a580fc72c41c21,RAD MED,RAD MED DIAGNOSTICO POR IMAGEM LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010280,RUA MAL DEODORO,150,"",22 27376450,gerencia@radmed.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
83933275000105,Laboratorio Medico Santa,ec72f0fcf84bde4b030daac685a8f686,MÉDICO CLÍNICO,2550.85,244.67,132,10.426,150,51.96,569.21,14548.985600000002,,,,1,,,7354545ccb78470213eca74957b060a5,LABORATORIO MEDICO SANTA LUZIA MATRIZ,LLABORATORIO MEDICO SANTA LUZIA S S,FLORIANOPOLIS,SC,CENTRO,88015310,RUA DOM JOAQUIM,660,"",(48) 32243922,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
02278625000145,LABORATORIO DE ANALISES CLINICAS CONFIANCE LTDA,7728ba946ea066ef48254164e2b882bf,MÉDICO CLÍNICO,4301.63,416.28,180,10.334,151,82.75,326.45,12348.391304347828,,,,1,,,e8eee19d76ab30ef04da9c7d6a04a023,CONFIANCE MEDICINA DIAGNOSTICA JARDIM DO LAGO,LABORATORIO DE ANALISES CLINICAS CONFIANCE LTDA,CAMPINAS,SP,JARDIM DO LAGO,13050030,AV SENADOR ANTONIO LACERDA FRANCO,455,477,37273393,confianceadm@confiance.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
61486650049867,DIAGNOSTICOS DA AMERICA S/A,261a70582c0e1961bd162cdf7f01147b,MÉDICO CLÍNICO,5833.24,579.5,7276,10.066,152,2031.27,859.83,952498.54972222087,,,,1,,,c0e6d9067f30ce62aa30df50ee2a8772,DASA NTO CAXIAS,DIAGNOSTICOS DA AMERICA S A,DUQUE DE CAXIAS,RJ,PARQUE DUQUE DE CAXI,25085007,RUA XAVIER PINHEIRO,439,PARTE,21-3545-7009,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
01900251000195,MEGA IMAGEM S/C LTDA,545938857a29399b0d5bde66907ea1f6,MÉDICO CLÍNICO,5025,501.33,653,10.023,153,148.07,1001.2,101586.03071428571,,,,1,,,e31fa018b1414e2ac98c2a1bf8b64777,MEGA IMAGEM,MEGA IMAGEM LTDA,SANTOS,SP,BOQUEIRAO,11055011,RUA MATO GROSSO,79,"",13 32011990,megaimagem@megaimagem.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
21580956000180,LABORATORIO CORTES VILLELA LTDA,160417439c69dd3b094a74c92de4f7e1,MÉDICO CLÍNICO,1912.64,193.7,114,9.874,154,83.88,441.67,17606.47590909091,,,,1,,,244fc971da2c60452b004d67e656eac0,CORTES VILLELA,LABORATORIO CORTES VILLELA LTDA,JUIZ DE FORA,MG,CENTRO,36016310,AVENIDA BARAO DO RIO BRANCO,2406,SALA 401 A 406,(32) 3691 - 5006,financeiro@cortesvillela.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
01722424000122,HOSPITAL MEMORIAL ARTHUR RAMOS S/A,ceed5cd530b11e485095823bde1c8a7f,MÉDICO CLÍNICO,8198.2,833.74,161,9.833,155,43.72,1149.33,41222.587333333337,,0,0.028,0.896,0.018,0.058,1cadf5c4bf81113dbe0c0cd06091ce37,HOSPITAL MEMORIAL ARTHUR RAMOS,HOSPITAL MEMORIAL ARTHUR RAMOS S A,MACEIO,AL,FAROL,57052827,RUA HUGO CORREA PAES,253,"",(82)03381144,"",
13420617000108,GEM ASSIST MEDICA ESPECIALIZADA LTDA,e49dd4ce2474b95a55ac1b72daa73eee,MÉDICO CLÍNICO,12461.14,1306.7,486,9.536,156,126.77,394.17,25333.129615384616,,,,0.44,0.372,0.189,662a0e60c7c345453941163a4838d056,CLINICA AMO ASSISTENCIA MULTIDISCIPLINAR EM ONCOLOGIA,GEM ASSISTENCIA MEDICA ESPECIALIZADA SOCIEDADE SIMPLES LTDA,SALVADOR,BA,PITUBA,41750300,R ALTINO SERBETO DE BARROS 12 ANDAR,119,C M LINNUS PAULING,(71)3311-6500,"",CLINICA/CENTRO DE ESPECIALIDADE
60840055020167,FLEURY S.A.,4fd730ffb6e3b58474c19584bed682af,MÉDICO CLÍNICO,10102.49,1062.36,268,9.509,157,60.48,622.2,29221.2275,,,,1,,,bed921d6e21a2fd70e35fb1e3c9d1069,A MEDICINA DIAGNOSTICA E DIAGNOSON,FLEURY S A,SALVADOR,BA,PITUBA,41830391,PERNAMBUCO,14,"",71 34153631,tributario@grupofleury.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
61486650090581,Leme Laboratorio e Vacinas,3447a4bc31819cbaa5e96d59bc87b310,MÉDICO CLÍNICO,6059.09,648.96,1576,9.337,158,750.25,787.54,275803.41965517233,,,,1,,,25cde40aea629de780c5c5dd8bcde75f,LEME LABORATORIO E VACINAS CANELA,DIAGNOSTICOS DA AMERICA S A,SALVADOR,BA,CANELA,40110150,ARAUJO PINHO,490,"",71 3338-8507,tributario@dasa.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
07218791000170,ULTRACLIN MAC SERV MED LT,da13ad1c98d20369004ada9355accfe7,MÉDICO CLÍNICO,3925.84,426.26,270,9.21,159,73.76,400.72,17572.461481481481,,,,1,,,f0f2fcaf322a96dac867e733c7e69472,PROIMAGEM,ULTRACLIN DE MACAE SERVICOS MEDICOS LTDA,MACAE,RJ,CENTRO,27913000,RUA DOUTOR JULIO OLIVIER,333,LJS 03 E 04,(22)27624040,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
36449718000107,DIMAGEM-DIAGNOSTICO POR IMAGEM,07e412405531197b21665ac72a84b140,MÉDICO CLÍNICO,7397.75,808.45,245,9.151,160,52.63,718.2,26265.522142857139,,,,1,,,123aac3700e86de2a9dbb86833c0c0aa,DIMAGEM,DIMAGEM DIAGNOSTICO POR IMAGEM LTDA,NOVA IGUACU,RJ,CENTRO,26255040,RUA CAPITAO GASPAR SORES,207,"",(21) 3514-6400,faturamento@dimagem.net,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
28471514000144,LABORATORIO MAIA LTDA ME,57eaab5fb36a71ef4af466696812cc5a,MÉDICO CLÍNICO,3903.09,436.58,105,8.94,161,56.41,596.62,15821.392592592592,,,,0.882,,,e11b5859b9521bf22bfcfdc1ca03fcff,LABORATORIO MAIA,LABORATORIO MAIA LTDA ME,SAO MATEUS,ES,IDEAL,29930130,RUA DA LIBERDADE,248,ZONA URBANA,(27) 3313-1102,financeiro@labmaia.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
27766880000168,CLINRADULTRA SONOGICARAI LTDA,0854f33113344acb51ee5ca89d013bf1,MÉDICO CLÍNICO,7108.91,807.51,288,8.803,162,83.21,759.66,44060.473478260865,,,,1,,,f48e165d362f5b9cf862bb7cf36a7f67,CENTRO DE IMAGEM ICARAI,CLINICA DE RADIOLOGIA E ULTRASONOGRAFIA ICARAI LTDA,NITEROI,RJ,ICARAI,24220021,RUA ALVARES DE AZEVEDO,62,64,(21)27170910,financeiro2@imagemicarai.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
07270671000111,LABORATORIO DE ANALISES CLINICAS SABIN LTDA,74d5db5c96628553e79856ab8721deb6,MÉDICO CLÍNICO,12397.68,1423.17,124,8.711,163,24.74,429.26,7795.3568,,,,1,,0,0c9e95bb77c1c3adcde0fbe29054e733,LABORATORIO SABIN,LABORATORIO DE ANALISES CLINICAS SABIN LTDA,FORTALEZA,CE,COCO,60192105,RUA DR GILBERTO STUDART,55,LOJA 11,30388953,"marta@ihmonte.com,br",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
01395205000186,CLINICA MATER DEI DE RIO DAS OSTRAS LTDA,aedfb9e033cf2bf50bed8c314e9a7be0,MÉDICO CLÍNICO,4472.4,525.71,314,8.507,164,144.03,708.1,59055.264800000004,,,0.185,0.788,,0.028,1fcadb18a7f1697595a693fbc308f9c2,CLINICA MATER DEI,CLINICA MATER DEI DE RIO DAS OSTRAS LTDA EPP,RIO DAS OSTRAS,RJ,EXTENSAO DO BOSQUE,28893334,RUA RIO DE JANEIRO,192,"",2227646406,"",
14712350000195,SERMECA SERVICOS MEDICO D,0dfb0554545a97b1678f1d5cdd4bc904,MÉDICO CLÍNICO,8772.2,1068.83,181,8.207,165,94.83,419.35,16938.856785714284,,0.001,0.177,0.453,0.368,,2084f7a3258cba80881f7359300b8b8a,SERMECA,SERMECA SERVICO MEDICO DO CABULA LTDA,SALVADOR,BA,PERNAMBUES,41100000,RUA THOMAZ GONZAGA,29,"",(71) 3348-3300,sermeca@terra.com.br,
30939375000263,CENTRO ORTOPEDICO TRAUMATOLOGICO TIJUCA LTDA,e3ad98c38bea5030bdc739dd77a1351e,MÉDICO CLÍNICO,3375.9,415.95,306,8.116,166,61.08,180.15,9295.843600000002,,,0.511,0.476,,0.013,091884e06c97079701b1471de1e14784,TIJUTRAUMA 613,CENTRO ORTOPEDICO TRAUMATOLOGICO TIJUCA LTDA,RIO DE JANEIRO,RJ,TIJUCA,20511190,ANTONIO BASILIO,613,"","","",
